population_size,sex,age,ethnicity,region,constituency_id
80,1,7,3,6,20
69,1,8,3,6,20
39,1,9,3,6,20
26,1,10,3,6,20
12,1,11,3,6,20
16,1,12,3,6,20
6,1,13,3,6,20
3,1,14,3,6,20
1,1,15,3,6,20
2,1,16,3,6,20
34,0,0,4,6,20
18,0,1,4,6,20
8,0,2,4,6,20
20,0,3,4,6,20
17,0,4,4,6,20
20,0,5,4,6,20
16,0,6,4,6,20
19,0,7,4,6,20
14,0,8,4,6,20
9,0,9,4,6,20
9,0,10,4,6,20
6,0,11,4,6,20
2,0,12,4,6,20
6,0,13,4,6,20
0,0,14,4,6,20
1,0,15,4,6,20
0,0,16,4,6,20
41,1,0,4,6,20
1,1,1,4,6,20
5,1,2,4,6,20
11,1,3,4,6,20
29,1,4,4,6,20
18,1,5,4,6,20
18,1,6,4,6,20
20,1,7,4,6,20
21,1,8,4,6,20
7,1,9,4,6,20
2,1,10,4,6,20
3,1,11,4,6,20
2,1,12,4,6,20
4,1,13,4,6,20
5,1,14,4,6,20
2,1,15,4,6,20
0,1,16,4,6,20
7543,0,0,0,5,21
1094,0,1,0,5,21
998,0,2,0,5,21
2459,0,3,0,5,21
2455,0,4,0,5,21
2355,0,5,0,5,21
2441,0,6,0,5,21
3095,0,7,0,5,21
3269,0,8,0,5,21
2900,0,9,0,5,21
2379,0,10,0,5,21
2727,0,11,0,5,21
2046,0,12,0,5,21
1554,0,13,0,5,21
1158,0,14,0,5,21
706,0,15,0,5,21
561,0,16,0,5,21
6991,1,0,0,5,21
1000,1,1,0,5,21
1008,1,2,0,5,21
2655,1,3,0,5,21
2767,1,4,0,5,21
2365,1,5,0,5,21
2552,1,6,0,5,21
3263,1,7,0,5,21
3252,1,8,0,5,21
2736,1,9,0,5,21
2400,1,10,0,5,21
2627,1,11,0,5,21
2172,1,12,0,5,21
1890,1,13,0,5,21
1537,1,14,0,5,21
1070,1,15,0,5,21
1167,1,16,0,5,21
422,0,0,1,5,21
53,0,1,1,5,21
26,0,2,1,5,21
63,0,3,1,5,21
37,0,4,1,5,21
39,0,5,1,5,21
41,0,6,1,5,21
39,0,7,1,5,21
37,0,8,1,5,21
29,0,9,1,5,21
7,0,10,1,5,21
8,0,11,1,5,21
4,0,12,1,5,21
3,0,13,1,5,21
3,0,14,1,5,21
2,0,15,1,5,21
0,0,16,1,5,21
382,1,0,1,5,21
42,1,1,1,5,21
39,1,2,1,5,21
59,1,3,1,5,21
49,1,4,1,5,21
34,1,5,1,5,21
39,1,6,1,5,21
51,1,7,1,5,21
32,1,8,1,5,21
16,1,9,1,5,21
5,1,10,1,5,21
5,1,11,1,5,21
12,1,12,1,5,21
5,1,13,1,5,21
2,1,14,1,5,21
4,1,15,1,5,21
1,1,16,1,5,21
1257,0,0,2,5,21
139,0,1,2,5,21
107,0,2,2,5,21
348,0,3,2,5,21
415,0,4,2,5,21
386,0,5,2,5,21
332,0,6,2,5,21
308,0,7,2,5,21
228,0,8,2,5,21
237,0,9,2,5,21
218,0,10,2,5,21
126,0,11,2,5,21
91,0,12,2,5,21
86,0,13,2,5,21
54,0,14,2,5,21
25,0,15,2,5,21
21,0,16,2,5,21
1198,1,0,2,5,21
141,1,1,2,5,21
112,1,2,2,5,21
318,1,3,2,5,21
439,1,4,2,5,21
433,1,5,2,5,21
389,1,6,2,5,21
267,1,7,2,5,21
247,1,8,2,5,21
256,1,9,2,5,21
182,1,10,2,5,21
168,1,11,2,5,21
91,1,12,2,5,21
89,1,13,2,5,21
55,1,14,2,5,21
33,1,15,2,5,21
22,1,16,2,5,21
153,0,0,3,5,21
16,0,1,3,5,21
23,0,2,3,5,21
34,0,3,3,5,21
45,0,4,3,5,21
56,0,5,3,5,21
69,0,6,3,5,21
53,0,7,3,5,21
36,0,8,3,5,21
35,0,9,3,5,21
19,0,10,3,5,21
7,0,11,3,5,21
6,0,12,3,5,21
6,0,13,3,5,21
2,0,14,3,5,21
2,0,15,3,5,21
1,0,16,3,5,21
146,1,0,3,5,21
12,1,1,3,5,21
10,1,2,3,5,21
34,1,3,3,5,21
60,1,4,3,5,21
64,1,5,3,5,21
62,1,6,3,5,21
45,1,7,3,5,21
43,1,8,3,5,21
22,1,9,3,5,21
12,1,10,3,5,21
8,1,11,3,5,21
7,1,12,3,5,21
7,1,13,3,5,21
0,1,14,3,5,21
1,1,15,3,5,21
1,1,16,3,5,21
34,0,0,4,5,21
4,0,1,4,5,21
2,0,2,4,5,21
9,0,3,4,5,21
14,0,4,4,5,21
16,0,5,4,5,21
17,0,6,4,5,21
9,0,7,4,5,21
13,0,8,4,5,21
12,0,9,4,5,21
4,0,10,4,5,21
7,0,11,4,5,21
0,0,12,4,5,21
1,0,13,4,5,21
0,0,14,4,5,21
2,0,15,4,5,21
1,0,16,4,5,21
32,1,0,4,5,21
5,1,1,4,5,21
1,1,2,4,5,21
9,1,3,4,5,21
12,1,4,4,5,21
8,1,5,4,5,21
6,1,6,4,5,21
6,1,7,4,5,21
6,1,8,4,5,21
2,1,9,4,5,21
3,1,10,4,5,21
0,1,11,4,5,21
0,1,12,4,5,21
1,1,13,4,5,21
0,1,14,4,5,21
0,1,15,4,5,21
0,1,16,4,5,21
8975,0,0,0,6,22
1179,0,1,0,6,22
904,0,2,0,6,22
2311,0,3,0,6,22
2736,0,4,0,6,22
3171,0,5,0,6,22
3394,0,6,0,6,22
3749,0,7,0,6,22
3885,0,8,0,6,22
3343,0,9,0,6,22
2669,0,10,0,6,22
2896,0,11,0,6,22
2091,0,12,0,6,22
1666,0,13,0,6,22
1295,0,14,0,6,22
863,0,15,0,6,22
629,0,16,0,6,22
8433,1,0,0,6,22
1035,1,1,0,6,22
928,1,2,0,6,22
2455,1,3,0,6,22
2918,1,4,0,6,22
3191,1,5,0,6,22
3355,1,6,0,6,22
3862,1,7,0,6,22
3757,1,8,0,6,22
3230,1,9,0,6,22
2812,1,10,0,6,22
2853,1,11,0,6,22
2283,1,12,0,6,22
1861,1,13,0,6,22
1555,1,14,0,6,22
1242,1,15,0,6,22
1352,1,16,0,6,22
867,0,0,1,6,22
63,0,1,1,6,22
69,0,2,1,6,22
123,0,3,1,6,22
104,0,4,1,6,22
65,0,5,1,6,22
75,0,6,1,6,22
57,0,7,1,6,22
33,0,8,1,6,22
30,0,9,1,6,22
14,0,10,1,6,22
13,0,11,1,6,22
7,0,12,1,6,22
8,0,13,1,6,22
4,0,14,1,6,22
4,0,15,1,6,22
5,0,16,1,6,22
752,1,0,1,6,22
86,1,1,1,6,22
44,1,2,1,6,22
123,1,3,1,6,22
81,1,4,1,6,22
72,1,5,1,6,22
48,1,6,1,6,22
58,1,7,1,6,22
47,1,8,1,6,22
31,1,9,1,6,22
20,1,10,1,6,22
16,1,11,1,6,22
8,1,12,1,6,22
7,1,13,1,6,22
8,1,14,1,6,22
6,1,15,1,6,22
5,1,16,1,6,22
1473,0,0,2,6,22
139,0,1,2,6,22
135,0,2,2,6,22
300,0,3,2,6,22
458,0,4,2,6,22
451,0,5,2,6,22
426,0,6,2,6,22
320,0,7,2,6,22
216,0,8,2,6,22
210,0,9,2,6,22
157,0,10,2,6,22
86,0,11,2,6,22
59,0,12,2,6,22
53,0,13,2,6,22
37,0,14,2,6,22
22,0,15,2,6,22
14,0,16,2,6,22
1377,1,0,2,6,22
130,1,1,2,6,22
125,1,2,2,6,22
287,1,3,2,6,22
462,1,4,2,6,22
529,1,5,2,6,22
425,1,6,2,6,22
328,1,7,2,6,22
200,1,8,2,6,22
180,1,9,2,6,22
167,1,10,2,6,22
121,1,11,2,6,22
54,1,12,2,6,22
51,1,13,2,6,22
44,1,14,2,6,22
20,1,15,2,6,22
12,1,16,2,6,22
306,0,0,3,6,22
34,0,1,3,6,22
57,0,2,3,6,22
105,0,3,3,6,22
87,0,4,3,6,22
134,0,5,3,6,22
133,0,6,3,6,22
134,0,7,3,6,22
162,0,8,3,6,22
99,0,9,3,6,22
37,0,10,3,6,22
22,0,11,3,6,22
21,0,12,3,6,22
36,0,13,3,6,22
24,0,14,3,6,22
12,0,15,3,6,22
5,0,16,3,6,22
289,1,0,3,6,22
35,1,1,3,6,22
35,1,2,3,6,22
85,1,3,3,6,22
108,1,4,3,6,22
154,1,5,3,6,22
119,1,6,3,6,22
144,1,7,3,6,22
114,1,8,3,6,22
90,1,9,3,6,22
41,1,10,3,6,22
42,1,11,3,6,22
27,1,12,3,6,22
35,1,13,3,6,22
17,1,14,3,6,22
6,1,15,3,6,22
5,1,16,3,6,22
71,0,0,4,6,22
6,0,1,4,6,22
6,0,2,4,6,22
13,0,3,4,6,22
32,0,4,4,6,22
15,0,5,4,6,22
21,0,6,4,6,22
27,0,7,4,6,22
17,0,8,4,6,22
12,0,9,4,6,22
18,0,10,4,6,22
12,0,11,4,6,22
7,0,12,4,6,22
5,0,13,4,6,22
1,0,14,4,6,22
1,0,15,4,6,22
0,0,16,4,6,22
76,1,0,4,6,22
8,1,1,4,6,22
5,1,2,4,6,22
19,1,3,4,6,22
26,1,4,4,6,22
31,1,5,4,6,22
26,1,6,4,6,22
14,1,7,4,6,22
23,1,8,4,6,22
11,1,9,4,6,22
14,1,10,4,6,22
10,1,11,4,6,22
11,1,12,4,6,22
17,1,13,4,6,22
2,1,14,4,6,22
3,1,15,4,6,22
2,1,16,4,6,22
11332,0,0,0,6,26
1412,0,1,0,6,26
1328,0,2,0,6,26
3157,0,3,0,6,26
3684,0,4,0,6,26
3748,0,5,0,6,26
3960,0,6,0,6,26
4585,0,7,0,6,26
4555,0,8,0,6,26
3885,0,9,0,6,26
3309,0,10,0,6,26
3483,0,11,0,6,26
2651,0,12,0,6,26
2093,0,13,0,6,26
1591,0,14,0,6,26
1004,0,15,0,6,26
720,0,16,0,6,26
11057,1,0,0,6,26
1406,1,1,0,6,26
1161,1,2,0,6,26
2849,1,3,0,6,26
3766,1,4,0,6,26
3741,1,5,0,6,26
4209,1,6,0,6,26
4620,1,7,0,6,26
4622,1,8,0,6,26
3766,1,9,0,6,26
3319,1,10,0,6,26
3594,1,11,0,6,26
2693,1,12,0,6,26
2223,1,13,0,6,26
1746,1,14,0,6,26
1493,1,15,0,6,26
1617,1,16,0,6,26
569,0,0,1,6,26
47,0,1,1,6,26
41,0,2,1,6,26
92,0,3,1,6,26
99,0,4,1,6,26
60,0,5,1,6,26
52,0,6,1,6,26
49,0,7,1,6,26
48,0,8,1,6,26
23,0,9,1,6,26
11,0,10,1,6,26
14,0,11,1,6,26
12,0,12,1,6,26
6,0,13,1,6,26
5,0,14,1,6,26
3,0,15,1,6,26
1,0,16,1,6,26
535,1,0,1,6,26
40,1,1,1,6,26
25,1,2,1,6,26
62,1,3,1,6,26
79,1,4,1,6,26
47,1,5,1,6,26
65,1,6,1,6,26
47,1,7,1,6,26
43,1,8,1,6,26
27,1,9,1,6,26
14,1,10,1,6,26
6,1,11,1,6,26
9,1,12,1,6,26
8,1,13,1,6,26
7,1,14,1,6,26
1,1,15,1,6,26
3,1,16,1,6,26
687,0,0,2,6,26
65,0,1,2,6,26
64,0,2,2,6,26
145,0,3,2,6,26
255,0,4,2,6,26
318,0,5,2,6,26
224,0,6,2,6,26
187,0,7,2,6,26
108,0,8,2,6,26
82,0,9,2,6,26
84,0,10,2,6,26
38,0,11,2,6,26
32,0,12,2,6,26
25,0,13,2,6,26
28,0,14,2,6,26
11,0,15,2,6,26
3,0,16,2,6,26
767,1,0,2,6,26
63,1,1,2,6,26
52,1,2,2,6,26
162,1,3,2,6,26
279,1,4,2,6,26
312,1,5,2,6,26
289,1,6,2,6,26
205,1,7,2,6,26
101,1,8,2,6,26
122,1,9,2,6,26
99,1,10,2,6,26
62,1,11,2,6,26
27,1,12,2,6,26
27,1,13,2,6,26
27,1,14,2,6,26
15,1,15,2,6,26
7,1,16,2,6,26
170,0,0,3,6,26
26,0,1,3,6,26
13,0,2,3,6,26
53,0,3,3,6,26
101,0,4,3,6,26
138,0,5,3,6,26
94,0,6,3,6,26
82,0,7,3,6,26
75,0,8,3,6,26
51,0,9,3,6,26
23,0,10,3,6,26
17,0,11,3,6,26
11,0,12,3,6,26
10,0,13,3,6,26
7,0,14,3,6,26
4,0,15,3,6,26
2,0,16,3,6,26
208,1,0,3,6,26
12,1,1,3,6,26
24,1,2,3,6,26
26,1,3,3,6,26
83,1,4,3,6,26
86,1,5,3,6,26
83,1,6,3,6,26
58,1,7,3,6,26
64,1,8,3,6,26
34,1,9,3,6,26
20,1,10,3,6,26
12,1,11,3,6,26
15,1,12,3,6,26
10,1,13,3,6,26
4,1,14,3,6,26
2,1,15,3,6,26
1,1,16,3,6,26
39,0,0,4,6,26
7,0,1,4,6,26
3,0,2,4,6,26
13,0,3,4,6,26
31,0,4,4,6,26
34,0,5,4,6,26
23,0,6,4,6,26
10,0,7,4,6,26
9,0,8,4,6,26
10,0,9,4,6,26
6,0,10,4,6,26
8,0,11,4,6,26
3,0,12,4,6,26
3,0,13,4,6,26
1,0,14,4,6,26
0,0,15,4,6,26
1,0,16,4,6,26
40,1,0,4,6,26
4,1,1,4,6,26
3,1,2,4,6,26
11,1,3,4,6,26
21,1,4,4,6,26
25,1,5,4,6,26
18,1,6,4,6,26
11,1,7,4,6,26
13,1,8,4,6,26
7,1,9,4,6,26
8,1,10,4,6,26
4,1,11,4,6,26
3,1,12,4,6,26
0,1,13,4,6,26
1,1,14,4,6,26
2,1,15,4,6,26
2,1,16,4,6,26
7271,0,0,0,3,28
998,0,1,0,3,28
872,0,2,0,3,28
2283,0,3,0,3,28
2341,0,4,0,3,28
2147,0,5,0,3,28
2238,0,6,0,3,28
2301,0,7,0,3,28
2224,0,8,0,3,28
2180,0,9,0,3,28
1797,0,10,0,3,28
1753,0,11,0,3,28
1160,0,12,0,3,28
957,0,13,0,3,28
815,0,14,0,3,28
669,0,15,0,3,28
505,0,16,0,3,28
6490,1,0,0,3,28
880,1,1,0,3,28
881,1,2,0,3,28
2325,1,3,0,3,28
2694,1,4,0,3,28
2555,1,5,0,3,28
2445,1,6,0,3,28
2473,1,7,0,3,28
2515,1,8,0,3,28
2176,1,9,0,3,28
1873,1,10,0,3,28
1736,1,11,0,3,28
1320,1,12,0,3,28
1252,1,13,0,3,28
1174,1,14,0,3,28
1086,1,15,0,3,28
1132,1,16,0,3,28
1467,0,0,1,3,28
127,0,1,1,3,28
96,0,2,1,3,28
196,0,3,1,3,28
125,0,4,1,3,28
125,0,5,1,3,28
121,0,6,1,3,28
96,0,7,1,3,28
65,0,8,1,3,28
60,0,9,1,3,28
23,0,10,1,3,28
11,0,11,1,3,28
15,0,12,1,3,28
11,0,13,1,3,28
6,0,14,1,3,28
1,0,15,1,3,28
1,0,16,1,3,28
1491,1,0,1,3,28
137,1,1,1,3,28
89,1,2,1,3,28
220,1,3,1,3,28
224,1,4,1,3,28
180,1,5,1,3,28
154,1,6,1,3,28
113,1,7,1,3,28
85,1,8,1,3,28
60,1,9,1,3,28
28,1,10,1,3,28
20,1,11,1,3,28
17,1,12,1,3,28
12,1,13,1,3,28
6,1,14,1,3,28
7,1,15,1,3,28
4,1,16,1,3,28
3235,0,0,2,3,28
266,0,1,2,3,28
284,0,2,2,3,28
1314,0,3,2,3,28
1674,0,4,2,3,28
1691,0,5,2,3,28
1272,0,6,2,3,28
815,0,7,2,3,28
503,0,8,2,3,28
417,0,9,2,3,28
271,0,10,2,3,28
169,0,11,2,3,28
130,0,12,2,3,28
125,0,13,2,3,28
83,0,14,2,3,28
32,0,15,2,3,28
18,0,16,2,3,28
3120,1,0,2,3,28
292,1,1,2,3,28
259,1,2,2,3,28
867,1,3,2,3,28
1439,1,4,2,3,28
1485,1,5,2,3,28
1060,1,6,2,3,28
675,1,7,2,3,28
435,1,8,2,3,28
350,1,9,2,3,28
311,1,10,2,3,28
206,1,11,2,3,28
147,1,12,2,3,28
125,1,13,2,3,28
71,1,14,2,3,28
35,1,15,2,3,28
17,1,16,2,3,28
4609,0,0,3,3,28
335,0,1,3,3,28
282,0,2,3,3,28
644,0,3,3,3,28
667,0,4,3,3,28
980,0,5,3,3,28
1165,0,6,3,3,28
1129,0,7,3,3,28
932,0,8,3,3,28
565,0,9,3,3,28
257,0,10,3,3,28
96,0,11,3,3,28
74,0,12,3,3,28
60,0,13,3,3,28
31,0,14,3,3,28
11,0,15,3,3,28
10,0,16,3,3,28
4413,1,0,3,3,28
346,1,1,3,3,28
289,1,2,3,3,28
808,1,3,3,3,28
1020,1,4,3,3,28
1424,1,5,3,3,28
1321,1,6,3,3,28
1281,1,7,3,3,28
897,1,8,3,3,28
501,1,9,3,3,28
259,1,10,3,3,28
133,1,11,3,3,28
116,1,12,3,3,28
90,1,13,3,3,28
38,1,14,3,3,28
25,1,15,3,3,28
7,1,16,3,3,28
329,0,0,4,3,28
33,0,1,4,3,28
16,0,2,4,3,28
51,0,3,4,3,28
99,0,4,4,3,28
103,0,5,4,3,28
133,0,6,4,3,28
134,0,7,4,3,28
77,0,8,4,3,28
45,0,9,4,3,28
34,0,10,4,3,28
14,0,11,4,3,28
10,0,12,4,3,28
9,0,13,4,3,28
2,0,14,4,3,28
3,0,15,4,3,28
2,0,16,4,3,28
399,1,0,4,3,28
18,1,1,4,3,28
21,1,2,4,3,28
66,1,3,4,3,28
102,1,4,4,3,28
125,1,5,4,3,28
93,1,6,4,3,28
76,1,7,4,3,28
60,1,8,4,3,28
38,1,9,4,3,28
10,1,10,4,3,28
19,1,11,4,3,28
13,1,12,4,3,28
3,1,13,4,3,28
2,1,14,4,3,28
3,1,15,4,3,28
1,1,16,4,3,28
7183,0,0,0,10,29
936,0,1,0,10,29
998,0,2,0,10,29
2251,0,3,0,10,29
2488,0,4,0,10,29
2130,0,5,0,10,29
2485,0,6,0,10,29
3061,0,7,0,10,29
3032,0,8,0,10,29
2655,0,9,0,10,29
2363,0,10,0,10,29
2430,0,11,0,10,29
1962,0,12,0,10,29
1475,0,13,0,10,29
1096,0,14,0,10,29
694,0,15,0,10,29
474,0,16,0,10,29
6905,1,0,0,10,29
905,1,1,0,10,29
897,1,2,0,10,29
2397,1,3,0,10,29
2501,1,4,0,10,29
2239,1,5,0,10,29
2436,1,6,0,10,29
2997,1,7,0,10,29
2923,1,8,0,10,29
2726,1,9,0,10,29
2346,1,10,0,10,29
2476,1,11,0,10,29
2036,1,12,0,10,29
1712,1,13,0,10,29
1386,1,14,0,10,29
1099,1,15,0,10,29
1021,1,16,0,10,29
111,0,0,1,10,29
17,0,1,1,10,29
8,0,2,1,10,29
30,0,3,1,10,29
23,0,4,1,10,29
19,0,5,1,10,29
13,0,6,1,10,29
16,0,7,1,10,29
17,0,8,1,10,29
4,0,9,1,10,29
10,0,10,1,10,29
5,0,11,1,10,29
4,0,12,1,10,29
4,0,13,1,10,29
4,0,14,1,10,29
1,0,15,1,10,29
0,0,16,1,10,29
112,1,0,1,10,29
15,1,1,1,10,29
14,1,2,1,10,29
31,1,3,1,10,29
20,1,4,1,10,29
13,1,5,1,10,29
17,1,6,1,10,29
17,1,7,1,10,29
13,1,8,1,10,29
13,1,9,1,10,29
8,1,10,1,10,29
5,1,11,1,10,29
0,1,12,1,10,29
1,1,13,1,10,29
3,1,14,1,10,29
2,1,15,1,10,29
1,1,16,1,10,29
81,0,0,2,10,29
7,0,1,2,10,29
15,0,2,2,10,29
30,0,3,2,10,29
25,0,4,2,10,29
48,0,5,2,10,29
40,0,6,2,10,29
30,0,7,2,10,29
13,0,8,2,10,29
31,0,9,2,10,29
13,0,10,2,10,29
7,0,11,2,10,29
6,0,12,2,10,29
6,0,13,2,10,29
1,0,14,2,10,29
1,0,15,2,10,29
0,0,16,2,10,29
86,1,0,2,10,29
4,1,1,2,10,29
9,1,2,2,10,29
11,1,3,2,10,29
48,1,4,2,10,29
46,1,5,2,10,29
45,1,6,2,10,29
32,1,7,2,10,29
25,1,8,2,10,29
21,1,9,2,10,29
16,1,10,2,10,29
10,1,11,2,10,29
6,1,12,2,10,29
5,1,13,2,10,29
3,1,14,2,10,29
2,1,15,2,10,29
1,1,16,2,10,29
60,0,0,3,10,29
10,0,1,3,10,29
10,0,2,3,10,29
24,0,3,3,10,29
24,0,4,3,10,29
25,0,5,3,10,29
52,0,6,3,10,29
47,0,7,3,10,29
30,0,8,3,10,29
7,0,9,3,10,29
2,0,10,3,10,29
0,0,11,3,10,29
11,0,12,3,10,29
2,0,13,3,10,29
0,0,14,3,10,29
0,0,15,3,10,29
1,0,16,3,10,29
88,1,0,3,10,29
8,1,1,3,10,29
1,1,2,3,10,29
25,1,3,3,10,29
25,1,4,3,10,29
33,1,5,3,10,29
24,1,6,3,10,29
17,1,7,3,10,29
18,1,8,3,10,29
16,1,9,3,10,29
5,1,10,3,10,29
3,1,11,3,10,29
2,1,12,3,10,29
1,1,13,3,10,29
0,1,14,3,10,29
0,1,15,3,10,29
0,1,16,3,10,29
14,0,0,4,10,29
2,0,1,4,10,29
13,0,2,4,10,29
26,0,3,4,10,29
13,0,4,4,10,29
22,0,5,4,10,29
19,0,6,4,10,29
8,0,7,4,10,29
7,0,8,4,10,29
12,0,9,4,10,29
9,0,10,4,10,29
3,0,11,4,10,29
0,0,12,4,10,29
1,0,13,4,10,29
0,0,14,4,10,29
0,0,15,4,10,29
0,0,16,4,10,29
13,1,0,4,10,29
0,1,1,4,10,29
1,1,2,4,10,29
7,1,3,4,10,29
6,1,4,4,10,29
6,1,5,4,10,29
3,1,6,4,10,29
11,1,7,4,10,29
2,1,8,4,10,29
3,1,9,4,10,29
1,1,10,4,10,29
0,1,11,4,10,29
0,1,12,4,10,29
0,1,13,4,10,29
0,1,14,4,10,29
0,1,15,4,10,29
1,1,16,4,10,29
8586,0,0,0,10,30
1093,0,1,0,10,30
1072,0,2,0,10,30
2596,0,3,0,10,30
2836,0,4,0,10,30
2392,0,5,0,10,30
2776,0,6,0,10,30
3592,0,7,0,10,30
3449,0,8,0,10,30
3076,0,9,0,10,30
2815,0,10,0,10,30
2808,0,11,0,10,30
2430,0,12,0,10,30
1828,0,13,0,10,30
1379,0,14,0,10,30
907,0,15,0,10,30
570,0,16,0,10,30
8230,1,0,0,10,30
1205,1,1,0,10,30
1097,1,2,0,10,30
2772,1,3,0,10,30
2978,1,4,0,10,30
2650,1,5,0,10,30
2907,1,6,0,10,30
3525,1,7,0,10,30
3272,1,8,0,10,30
3086,1,9,0,10,30
2703,1,10,0,10,30
2818,1,11,0,10,30
2438,1,12,0,10,30
2016,1,13,0,10,30
1744,1,14,0,10,30
1271,1,15,0,10,30
1308,1,16,0,10,30
113,0,0,1,10,30
15,0,1,1,10,30
11,0,2,1,10,30
24,0,3,1,10,30
25,0,4,1,10,30
15,0,5,1,10,30
22,0,6,1,10,30
22,0,7,1,10,30
24,0,8,1,10,30
8,0,9,1,10,30
8,0,10,1,10,30
11,0,11,1,10,30
3,0,12,1,10,30
4,0,13,1,10,30
4,0,14,1,10,30
1,0,15,1,10,30
0,0,16,1,10,30
121,1,0,1,10,30
17,1,1,1,10,30
12,1,2,1,10,30
26,1,3,1,10,30
26,1,4,1,10,30
32,1,5,1,10,30
27,1,6,1,10,30
19,1,7,1,10,30
22,1,8,1,10,30
7,1,9,1,10,30
3,1,10,1,10,30
5,1,11,1,10,30
4,1,12,1,10,30
2,1,13,1,10,30
3,1,14,1,10,30
3,1,15,1,10,30
4,1,16,1,10,30
50,0,0,2,10,30
4,0,1,2,10,30
7,0,2,2,10,30
21,0,3,2,10,30
21,0,4,2,10,30
28,0,5,2,10,30
28,0,6,2,10,30
12,0,7,2,10,30
18,0,8,2,10,30
22,0,9,2,10,30
16,0,10,2,10,30
4,0,11,2,10,30
2,0,12,2,10,30
10,0,13,2,10,30
2,0,14,2,10,30
1,0,15,2,10,30
0,0,16,2,10,30
45,1,0,2,10,30
2,1,1,2,10,30
4,1,2,2,10,30
14,1,3,2,10,30
35,1,4,2,10,30
27,1,5,2,10,30
36,1,6,2,10,30
24,1,7,2,10,30
18,1,8,2,10,30
15,1,9,2,10,30
8,1,10,2,10,30
6,1,11,2,10,30
5,1,12,2,10,30
3,1,13,2,10,30
1,1,14,2,10,30
1,1,15,2,10,30
0,1,16,2,10,30
70,0,0,3,10,30
6,0,1,3,10,30
6,0,2,3,10,30
12,0,3,3,10,30
19,0,4,3,10,30
41,0,5,3,10,30
19,0,6,3,10,30
26,0,7,3,10,30
23,0,8,3,10,30
13,0,9,3,10,30
3,0,10,3,10,30
5,0,11,3,10,30
8,0,12,3,10,30
1,0,13,3,10,30
1,0,14,3,10,30
0,0,15,3,10,30
0,0,16,3,10,30
82,1,0,3,10,30
7,1,1,3,10,30
5,1,2,3,10,30
18,1,3,3,10,30
41,1,4,3,10,30
33,1,5,3,10,30
22,1,6,3,10,30
13,1,7,3,10,30
12,1,8,3,10,30
12,1,9,3,10,30
2,1,10,3,10,30
1,1,11,3,10,30
0,1,12,3,10,30
0,1,13,3,10,30
0,1,14,3,10,30
0,1,15,3,10,30
0,1,16,3,10,30
14,0,0,4,10,30
1,0,1,4,10,30
4,0,2,4,10,30
5,0,3,4,10,30
14,0,4,4,10,30
13,0,5,4,10,30
5,0,6,4,10,30
9,0,7,4,10,30
1,0,8,4,10,30
3,0,9,4,10,30
5,0,10,4,10,30
3,0,11,4,10,30
2,0,12,4,10,30
0,0,13,4,10,30
0,0,14,4,10,30
0,0,15,4,10,30
0,0,16,4,10,30
13,1,0,4,10,30
2,1,1,4,10,30
0,1,2,4,10,30
2,1,3,4,10,30
3,1,4,4,10,30
5,1,5,4,10,30
4,1,6,4,10,30
2,1,7,4,10,30
0,1,8,4,10,30
3,1,9,4,10,30
2,1,10,4,10,30
0,1,11,4,10,30
1,1,12,4,10,30
0,1,13,4,10,30
0,1,14,4,10,30
5,1,15,4,10,30
0,1,16,4,10,30
7705,0,0,0,5,31
1189,0,1,0,5,31
1106,0,2,0,5,31
2538,0,3,0,5,31
2405,0,4,0,5,31
2256,0,5,0,5,31
2471,0,6,0,5,31
3359,0,7,0,5,31
3494,0,8,0,5,31
3182,0,9,0,5,31
2883,0,10,0,5,31
3318,0,11,0,5,31
2747,0,12,0,5,31
2200,0,13,0,5,31
1485,0,14,0,5,31
971,0,15,0,5,31
683,0,16,0,5,31
7382,1,0,0,5,31
1125,1,1,0,5,31
978,1,2,0,5,31
2303,1,3,0,5,31
2360,1,4,0,5,31
2163,1,5,0,5,31
2671,1,6,0,5,31
3457,1,7,0,5,31
3440,1,8,0,5,31
3148,1,9,0,5,31
2942,1,10,0,5,31
3293,1,11,0,5,31
2730,1,12,0,5,31
2321,1,13,0,5,31
1759,1,14,0,5,31
1457,1,15,0,5,31
1518,1,16,0,5,31
84,0,0,1,5,31
5,0,1,1,5,31
10,0,2,1,5,31
10,0,3,1,5,31
15,0,4,1,5,31
9,0,5,1,5,31
16,0,6,1,5,31
14,0,7,1,5,31
11,0,8,1,5,31
8,0,9,1,5,31
4,0,10,1,5,31
11,0,11,1,5,31
10,0,12,1,5,31
2,0,13,1,5,31
0,0,14,1,5,31
4,0,15,1,5,31
2,0,16,1,5,31
91,1,0,1,5,31
14,1,1,1,5,31
3,1,2,1,5,31
12,1,3,1,5,31
21,1,4,1,5,31
18,1,5,1,5,31
18,1,6,1,5,31
18,1,7,1,5,31
11,1,8,1,5,31
13,1,9,1,5,31
11,1,10,1,5,31
5,1,11,1,5,31
3,1,12,1,5,31
4,1,13,1,5,31
2,1,14,1,5,31
1,1,15,1,5,31
1,1,16,1,5,31
79,0,0,2,5,31
8,0,1,2,5,31
2,0,2,2,5,31
18,0,3,2,5,31
21,0,4,2,5,31
27,0,5,2,5,31
64,0,6,2,5,31
33,0,7,2,5,31
30,0,8,2,5,31
15,0,9,2,5,31
12,0,10,2,5,31
15,0,11,2,5,31
8,0,12,2,5,31
