N,age,constituency,ethnicity,sex
2341,Age 50 to 54,E14000782,asian,female
1979,Age 55 to 59,E14000782,asian,female
1391,Age 60 to 64,E14000782,asian,female
941,Age 65 to 69,E14000782,asian,female
900,Age 70 to 74,E14000782,asian,female
630,Age 75 to 79,E14000782,asian,female
320,Age 80 to 84,E14000782,asian,female
294,Age 85 and over,E14000782,asian,female
872,Age 15 and below,E14000782,black,male
95,Age 16 to 17,E14000782,black,male
88,Age 18 to 19,E14000782,black,male
130,Age 20 to 24,E14000782,black,male
148,Age 25 to 29,E14000782,black,male
111,Age 30 to 34,E14000782,black,male
176,Age 35 to 39,E14000782,black,male
174,Age 40 to 44,E14000782,black,male
189,Age 45 to 49,E14000782,black,male
99,Age 50 to 54,E14000782,black,male
64,Age 55 to 59,E14000782,black,male
43,Age 60 to 64,E14000782,black,male
39,Age 65 to 69,E14000782,black,male
64,Age 70 to 74,E14000782,black,male
38,Age 75 to 79,E14000782,black,male
10,Age 80 to 84,E14000782,black,male
13,Age 85 and over,E14000782,black,male
800,Age 15 and below,E14000782,black,female
89,Age 16 to 17,E14000782,black,female
56,Age 18 to 19,E14000782,black,female
142,Age 20 to 24,E14000782,black,female
169,Age 25 to 29,E14000782,black,female
190,Age 30 to 34,E14000782,black,female
222,Age 35 to 39,E14000782,black,female
250,Age 40 to 44,E14000782,black,female
174,Age 45 to 49,E14000782,black,female
163,Age 50 to 54,E14000782,black,female
82,Age 55 to 59,E14000782,black,female
59,Age 60 to 64,E14000782,black,female
39,Age 65 to 69,E14000782,black,female
81,Age 70 to 74,E14000782,black,female
38,Age 75 to 79,E14000782,black,female
19,Age 80 to 84,E14000782,black,female
10,Age 85 and over,E14000782,black,female
427,Age 15 and below,E14000782,other,male
40,Age 16 to 17,E14000782,other,male
45,Age 18 to 19,E14000782,other,male
98,Age 20 to 24,E14000782,other,male
153,Age 25 to 29,E14000782,other,male
220,Age 30 to 34,E14000782,other,male
169,Age 35 to 39,E14000782,other,male
115,Age 40 to 44,E14000782,other,male
67,Age 45 to 49,E14000782,other,male
62,Age 50 to 54,E14000782,other,male
59,Age 55 to 59,E14000782,other,male
42,Age 60 to 64,E14000782,other,male
20,Age 65 to 69,E14000782,other,male
20,Age 70 to 74,E14000782,other,male
16,Age 75 to 79,E14000782,other,male
5,Age 80 to 84,E14000782,other,male
6,Age 85 and over,E14000782,other,male
467,Age 15 and below,E14000782,other,female
28,Age 16 to 17,E14000782,other,female
36,Age 18 to 19,E14000782,other,female
104,Age 20 to 24,E14000782,other,female
143,Age 25 to 29,E14000782,other,female
135,Age 30 to 34,E14000782,other,female
135,Age 35 to 39,E14000782,other,female
72,Age 40 to 44,E14000782,other,female
55,Age 45 to 49,E14000782,other,female
51,Age 50 to 54,E14000782,other,female
47,Age 55 to 59,E14000782,other,female
33,Age 60 to 64,E14000782,other,female
18,Age 65 to 69,E14000782,other,female
16,Age 70 to 74,E14000782,other,female
13,Age 75 to 79,E14000782,other,female
6,Age 80 to 84,E14000782,other,female
9,Age 85 and over,E14000782,other,female
4431,Age 15 and below,E14000783,white,male
563,Age 16 to 17,E14000783,white,male
1420,Age 18 to 19,E14000783,white,male
4250,Age 20 to 24,E14000783,white,male
2499,Age 25 to 29,E14000783,white,male
2083,Age 30 to 34,E14000783,white,male
1825,Age 35 to 39,E14000783,white,male
1826,Age 40 to 44,E14000783,white,male
1840,Age 45 to 49,E14000783,white,male
1659,Age 50 to 54,E14000783,white,male
1463,Age 55 to 59,E14000783,white,male
1503,Age 60 to 64,E14000783,white,male
1030,Age 65 to 69,E14000783,white,male
829,Age 70 to 74,E14000783,white,male
722,Age 75 to 79,E14000783,white,male
602,Age 80 to 84,E14000783,white,male
519,Age 85 and over,E14000783,white,male
4168,Age 15 and below,E14000783,white,female
540,Age 16 to 17,E14000783,white,female
1690,Age 18 to 19,E14000783,white,female
4574,Age 20 to 24,E14000783,white,female
2507,Age 25 to 29,E14000783,white,female
1817,Age 30 to 34,E14000783,white,female
1724,Age 35 to 39,E14000783,white,female
1681,Age 40 to 44,E14000783,white,female
1785,Age 45 to 49,E14000783,white,female
1591,Age 50 to 54,E14000783,white,female
1452,Age 55 to 59,E14000783,white,female
1369,Age 60 to 64,E14000783,white,female
1070,Age 65 to 69,E14000783,white,female
1020,Age 70 to 74,E14000783,white,female
943,Age 75 to 79,E14000783,white,female
900,Age 80 to 84,E14000783,white,female
1051,Age 85 and over,E14000783,white,female
790,Age 15 and below,E14000783,mixed,male
97,Age 16 to 17,E14000783,mixed,male
135,Age 18 to 19,E14000783,mixed,male
311,Age 20 to 24,E14000783,mixed,male
238,Age 25 to 29,E14000783,mixed,male
142,Age 30 to 34,E14000783,mixed,male
94,Age 35 to 39,E14000783,mixed,male
69,Age 40 to 44,E14000783,mixed,male
66,Age 45 to 49,E14000783,mixed,male
47,Age 50 to 54,E14000783,mixed,male
12,Age 55 to 59,E14000783,mixed,male
20,Age 60 to 64,E14000783,mixed,male
18,Age 65 to 69,E14000783,mixed,male
10,Age 70 to 74,E14000783,mixed,male
6,Age 75 to 79,E14000783,mixed,male
4,Age 80 to 84,E14000783,mixed,male
1,Age 85 and over,E14000783,mixed,male
775,Age 15 and below,E14000783,mixed,female
113,Age 16 to 17,E14000783,mixed,female
170,Age 18 to 19,E14000783,mixed,female
324,Age 20 to 24,E14000783,mixed,female
160,Age 25 to 29,E14000783,mixed,female
112,Age 30 to 34,E14000783,mixed,female
80,Age 35 to 39,E14000783,mixed,female
71,Age 40 to 44,E14000783,mixed,female
69,Age 45 to 49,E14000783,mixed,female
34,Age 50 to 54,E14000783,mixed,female
22,Age 55 to 59,E14000783,mixed,female
20,Age 60 to 64,E14000783,mixed,female
17,Age 65 to 69,E14000783,mixed,female
12,Age 70 to 74,E14000783,mixed,female
9,Age 75 to 79,E14000783,mixed,female
5,Age 80 to 84,E14000783,mixed,female
4,Age 85 and over,E14000783,mixed,female
5043,Age 15 and below,E14000783,asian,male
695,Age 16 to 17,E14000783,asian,male
966,Age 18 to 19,E14000783,asian,male
3108,Age 20 to 24,E14000783,asian,male
2091,Age 25 to 29,E14000783,asian,male
1855,Age 30 to 34,E14000783,asian,male
1518,Age 35 to 39,E14000783,asian,male
1328,Age 40 to 44,E14000783,asian,male
1209,Age 45 to 49,E14000783,asian,male
1172,Age 50 to 54,E14000783,asian,male
1097,Age 55 to 59,E14000783,asian,male
689,Age 60 to 64,E14000783,asian,male
457,Age 65 to 69,E14000783,asian,male
401,Age 70 to 74,E14000783,asian,male
273,Age 75 to 79,E14000783,asian,male
155,Age 80 to 84,E14000783,asian,male
102,Age 85 and over,E14000783,asian,male
4910,Age 15 and below,E14000783,asian,female
579,Age 16 to 17,E14000783,asian,female
978,Age 18 to 19,E14000783,asian,female
3515,Age 20 to 24,E14000783,asian,female
2012,Age 25 to 29,E14000783,asian,female
1785,Age 30 to 34,E14000783,asian,female
1433,Age 35 to 39,E14000783,asian,female
1331,Age 40 to 44,E14000783,asian,female
1185,Age 45 to 49,E14000783,asian,female
1157,Age 50 to 54,E14000783,asian,female
1047,Age 55 to 59,E14000783,asian,female
743,Age 60 to 64,E14000783,asian,female
543,Age 65 to 69,E14000783,asian,female
481,Age 70 to 74,E14000783,asian,female
308,Age 75 to 79,E14000783,asian,female
200,Age 80 to 84,E14000783,asian,female
134,Age 85 and over,E14000783,asian,female
1274,Age 15 and below,E14000783,black,male
143,Age 16 to 17,E14000783,black,male
206,Age 18 to 19,E14000783,black,male
367,Age 20 to 24,E14000783,black,male
290,Age 25 to 29,E14000783,black,male
305,Age 30 to 34,E14000783,black,male
291,Age 35 to 39,E14000783,black,male
307,Age 40 to 44,E14000783,black,male
248,Age 45 to 49,E14000783,black,male
177,Age 50 to 54,E14000783,black,male
107,Age 55 to 59,E14000783,black,male
37,Age 60 to 64,E14000783,black,male
51,Age 65 to 69,E14000783,black,male
68,Age 70 to 74,E14000783,black,male
60,Age 75 to 79,E14000783,black,male
29,Age 80 to 84,E14000783,black,male
18,Age 85 and over,E14000783,black,male
1201,Age 15 and below,E14000783,black,female
153,Age 16 to 17,E14000783,black,female
340,Age 18 to 19,E14000783,black,female
613,Age 20 to 24,E14000783,black,female
320,Age 25 to 29,E14000783,black,female
314,Age 30 to 34,E14000783,black,female
296,Age 35 to 39,E14000783,black,female
327,Age 40 to 44,E14000783,black,female
247,Age 45 to 49,E14000783,black,female
154,Age 50 to 54,E14000783,black,female
66,Age 55 to 59,E14000783,black,female
57,Age 60 to 64,E14000783,black,female
60,Age 65 to 69,E14000783,black,female
96,Age 70 to 74,E14000783,black,female
58,Age 75 to 79,E14000783,black,female
35,Age 80 to 84,E14000783,black,female
31,Age 85 and over,E14000783,black,female
366,Age 15 and below,E14000783,other,male
43,Age 16 to 17,E14000783,other,male
48,Age 18 to 19,E14000783,other,male
237,Age 20 to 24,E14000783,other,male
399,Age 25 to 29,E14000783,other,male
366,Age 30 to 34,E14000783,other,male
242,Age 35 to 39,E14000783,other,male
109,Age 40 to 44,E14000783,other,male
107,Age 45 to 49,E14000783,other,male
55,Age 50 to 54,E14000783,other,male
72,Age 55 to 59,E14000783,other,male
31,Age 60 to 64,E14000783,other,male
27,Age 65 to 69,E14000783,other,male
9,Age 70 to 74,E14000783,other,male
7,Age 75 to 79,E14000783,other,male
10,Age 80 to 84,E14000783,other,male
9,Age 85 and over,E14000783,other,male
441,Age 15 and below,E14000783,other,female
36,Age 16 to 17,E14000783,other,female
72,Age 18 to 19,E14000783,other,female
216,Age 20 to 24,E14000783,other,female
234,Age 25 to 29,E14000783,other,female
144,Age 30 to 34,E14000783,other,female
122,Age 35 to 39,E14000783,other,female
69,Age 40 to 44,E14000783,other,female
51,Age 45 to 49,E14000783,other,female
47,Age 50 to 54,E14000783,other,female
41,Age 55 to 59,E14000783,other,female
36,Age 60 to 64,E14000783,other,female
19,Age 65 to 69,E14000783,other,female
16,Age 70 to 74,E14000783,other,female
9,Age 75 to 79,E14000783,other,female
6,Age 80 to 84,E14000783,other,female
7,Age 85 and over,E14000783,other,female
7443,Age 15 and below,E14000784,white,male
865,Age 16 to 17,E14000784,white,male
952,Age 18 to 19,E14000784,white,male
3417,Age 20 to 24,E14000784,white,male
3481,Age 25 to 29,E14000784,white,male
2840,Age 30 to 34,E14000784,white,male
2315,Age 35 to 39,E14000784,white,male
2416,Age 40 to 44,E14000784,white,male
2446,Age 45 to 49,E14000784,white,male
2117,Age 50 to 54,E14000784,white,male
1856,Age 55 to 59,E14000784,white,male
1879,Age 60 to 64,E14000784,white,male
1238,Age 65 to 69,E14000784,white,male
978,Age 70 to 74,E14000784,white,male
782,Age 75 to 79,E14000784,white,male
548,Age 80 to 84,E14000784,white,male
508,Age 85 and over,E14000784,white,male
7050,Age 15 and below,E14000784,white,female
857,Age 16 to 17,E14000784,white,female
1225,Age 18 to 19,E14000784,white,female
4013,Age 20 to 24,E14000784,white,female
3667,Age 25 to 29,E14000784,white,female
2673,Age 30 to 34,E14000784,white,female
2389,Age 35 to 39,E14000784,white,female
2487,Age 40 to 44,E14000784,white,female
2319,Age 45 to 49,E14000784,white,female
2196,Age 50 to 54,E14000784,white,female
1720,Age 55 to 59,E14000784,white,female
1770,Age 60 to 64,E14000784,white,female
1259,Age 65 to 69,E14000784,white,female
1154,Age 70 to 74,E14000784,white,female
964,Age 75 to 79,E14000784,white,female
920,Age 80 to 84,E14000784,white,female
1055,Age 85 and over,E14000784,white,female
885,Age 15 and below,E14000784,mixed,male
110,Age 16 to 17,E14000784,mixed,male
96,Age 18 to 19,E14000784,mixed,male
247,Age 20 to 24,E14000784,mixed,male
195,Age 25 to 29,E14000784,mixed,male
151,Age 30 to 34,E14000784,mixed,male
112,Age 35 to 39,E14000784,mixed,male
83,Age 40 to 44,E14000784,mixed,male
50,Age 45 to 49,E14000784,mixed,male
48,Age 50 to 54,E14000784,mixed,male
18,Age 55 to 59,E14000784,mixed,male
6,Age 60 to 64,E14000784,mixed,male
6,Age 65 to 69,E14000784,mixed,male
14,Age 70 to 74,E14000784,mixed,male
1,Age 75 to 79,E14000784,mixed,male
3,Age 80 to 84,E14000784,mixed,male
2,Age 85 and over,E14000784,mixed,male
953,Age 15 and below,E14000784,mixed,female
115,Age 16 to 17,E14000784,mixed,female
108,Age 18 to 19,E14000784,mixed,female
314,Age 20 to 24,E14000784,mixed,female
179,Age 25 to 29,E14000784,mixed,female
121,Age 30 to 34,E14000784,mixed,female
96,Age 35 to 39,E14000784,mixed,female
83,Age 40 to 44,E14000784,mixed,female
45,Age 45 to 49,E14000784,mixed,female
38,Age 50 to 54,E14000784,mixed,female
23,Age 55 to 59,E14000784,mixed,female
10,Age 60 to 64,E14000784,mixed,female
14,Age 65 to 69,E14000784,mixed,female
8,Age 70 to 74,E14000784,mixed,female
11,Age 75 to 79,E14000784,mixed,female
2,Age 80 to 84,E14000784,mixed,female
5,Age 85 and over,E14000784,mixed,female
1519,Age 15 and below,E14000784,asian,male
174,Age 16 to 17,E14000784,asian,male
209,Age 18 to 19,E14000784,asian,male
695,Age 20 to 24,E14000784,asian,male
763,Age 25 to 29,E14000784,asian,male
783,Age 30 to 34,E14000784,asian,male
670,Age 35 to 39,E14000784,asian,male
529,Age 40 to 44,E14000784,asian,male
433,Age 45 to 49,E14000784,asian,male
474,Age 50 to 54,E14000784,asian,male
413,Age 55 to 59,E14000784,asian,male
290,Age 60 to 64,E14000784,asian,male
183,Age 65 to 69,E14000784,asian,male
136,Age 70 to 74,E14000784,asian,male
103,Age 75 to 79,E14000784,asian,male
40,Age 80 to 84,E14000784,asian,male
32,Age 85 and over,E14000784,asian,male
1438,Age 15 and below,E14000784,asian,female
185,Age 16 to 17,E14000784,asian,female
191,Age 18 to 19,E14000784,asian,female
726,Age 20 to 24,E14000784,asian,female
726,Age 25 to 29,E14000784,asian,female
744,Age 30 to 34,E14000784,asian,female
614,Age 35 to 39,E14000784,asian,female
511,Age 40 to 44,E14000784,asian,female
483,Age 45 to 49,E14000784,asian,female
457,Age 50 to 54,E14000784,asian,female
433,Age 55 to 59,E14000784,asian,female
324,Age 60 to 64,E14000784,asian,female
174,Age 65 to 69,E14000784,asian,female
160,Age 70 to 74,E14000784,asian,female
123,Age 75 to 79,E14000784,asian,female
64,Age 80 to 84,E14000784,asian,female
46,Age 85 and over,E14000784,asian,female
1177,Age 15 and below,E14000784,black,male
113,Age 16 to 17,E14000784,black,male
127,Age 18 to 19,E14000784,black,male
280,Age 20 to 24,E14000784,black,male
214,Age 25 to 29,E14000784,black,male
376,Age 30 to 34,E14000784,black,male
382,Age 35 to 39,E14000784,black,male
317,Age 40 to 44,E14000784,black,male
251,Age 45 to 49,E14000784,black,male
155,Age 50 to 54,E14000784,black,male
72,Age 55 to 59,E14000784,black,male
40,Age 60 to 64,E14000784,black,male
37,Age 65 to 69,E14000784,black,male
36,Age 70 to 74,E14000784,black,male
31,Age 75 to 79,E14000784,black,male
4,Age 80 to 84,E14000784,black,male
2,Age 85 and over,E14000784,black,male
1081,Age 15 and below,E14000784,black,female
117,Age 16 to 17,E14000784,black,female
128,Age 18 to 19,E14000784,black,female
315,Age 20 to 24,E14000784,black,female
379,Age 25 to 29,E14000784,black,female
363,Age 30 to 34,E14000784,black,female
348,Age 35 to 39,E14000784,black,female
303,Age 40 to 44,E14000784,black,female
238,Age 45 to 49,E14000784,black,female
149,Age 50 to 54,E14000784,black,female
81,Age 55 to 59,E14000784,black,female
39,Age 60 to 64,E14000784,black,female
39,Age 65 to 69,E14000784,black,female
45,Age 70 to 74,E14000784,black,female
31,Age 75 to 79,E14000784,black,female
26,Age 80 to 84,E14000784,black,female
7,Age 85 and over,E14000784,black,female
214,Age 15 and below,E14000784,other,male
16,Age 16 to 17,E14000784,other,male
17,Age 18 to 19,E14000784,other,male
99,Age 20 to 24,E14000784,other,male
247,Age 25 to 29,E14000784,other,male
254,Age 30 to 34,E14000784,other,male
160,Age 35 to 39,E14000784,other,male
56,Age 40 to 44,E14000784,other,male
38,Age 45 to 49,E14000784,other,male
32,Age 50 to 54,E14000784,other,male
32,Age 55 to 59,E14000784,other,male
17,Age 60 to 64,E14000784,other,male
4,Age 65 to 69,E14000784,other,male
6,Age 70 to 74,E14000784,other,male
4,Age 75 to 79,E14000784,other,male
0,Age 80 to 84,E14000784,other,male
0,Age 85 and over,E14000784,other,male
205,Age 15 and below,E14000784,other,female
8,Age 16 to 17,E14000784,other,female
19,Age 18 to 19,E14000784,other,female
83,Age 20 to 24,E14000784,other,female
138,Age 25 to 29,E14000784,other,female
90,Age 30 to 34,E14000784,other,female
51,Age 35 to 39,E14000784,other,female
31,Age 40 to 44,E14000784,other,female
28,Age 45 to 49,E14000784,other,female
27,Age 50 to 54,E14000784,other,female
16,Age 55 to 59,E14000784,other,female
18,Age 60 to 64,E14000784,other,female
7,Age 65 to 69,E14000784,other,female
7,Age 70 to 74,E14000784,other,female
3,Age 75 to 79,E14000784,other,female
4,Age 80 to 84,E14000784,other,female
2,Age 85 and over,E14000784,other,female
9410,Age 15 and below,E14000785,white,male
1196,Age 16 to 17,E14000785,white,male
1148,Age 18 to 19,E14000785,white,male
2966,Age 20 to 24,E14000785,white,male
3035,Age 25 to 29,E14000785,white,male
2804,Age 30 to 34,E14000785,white,male
3347,Age 35 to 39,E14000785,white,male
3987,Age 40 to 44,E14000785,white,male
3935,Age 45 to 49,E14000785,white,male
3281,Age 50 to 54,E14000785,white,male
2814,Age 55 to 59,E14000785,white,male
3300,Age 60 to 64,E14000785,white,male
2675,Age 65 to 69,E14000785,white,male
1935,Age 70 to 74,E14000785,white,male
1230,Age 75 to 79,E14000785,white,male
772,Age 80 to 84,E14000785,white,male
578,Age 85 and over,E14000785,white,male
8846,Age 15 and below,E14000785,white,female
1272,Age 16 to 17,E14000785,white,female
1143,Age 18 to 19,E14000785,white,female
2911,Age 20 to 24,E14000785,white,female
3052,Age 25 to 29,E14000785,white,female
2894,Age 30 to 34,E14000785,white,female
3445,Age 35 to 39,E14000785,white,female
4048,Age 40 to 44,E14000785,white,female
3786,Age 45 to 49,E14000785,white,female
3392,Age 50 to 54,E14000785,white,female
2818,Age 55 to 59,E14000785,white,female
3301,Age 60 to 64,E14000785,white,female
2690,Age 65 to 69,E14000785,white,female
1976,Age 70 to 74,E14000785,white,female
1512,Age 75 to 79,E14000785,white,female
1173,Age 80 to 84,E14000785,white,female
1139,Age 85 and over,E14000785,white,female
250,Age 15 and below,E14000785,mixed,male
27,Age 16 to 17,E14000785,mixed,male
18,Age 18 to 19,E14000785,mixed,male
41,Age 20 to 24,E14000785,mixed,male
31,Age 25 to 29,E14000785,mixed,male
29,Age 30 to 34,E14000785,mixed,male
24,Age 35 to 39,E14000785,mixed,male
39,Age 40 to 44,E14000785,mixed,male
29,Age 45 to 49,E14000785,mixed,male
14,Age 50 to 54,E14000785,mixed,male
11,Age 55 to 59,E14000785,mixed,male
9,Age 60 to 64,E14000785,mixed,male
2,Age 65 to 69,E14000785,mixed,male
5,Age 70 to 74,E14000785,mixed,male
3,Age 75 to 79,E14000785,mixed,male
1,Age 80 to 84,E14000785,mixed,male
1,Age 85 and over,E14000785,mixed,male
233,Age 15 and below,E14000785,mixed,female
14,Age 16 to 17,E14000785,mixed,female
15,Age 18 to 19,E14000785,mixed,female
26,Age 20 to 24,E14000785,mixed,female
38,Age 25 to 29,E14000785,mixed,female
38,Age 30 to 34,E14000785,mixed,female
29,Age 35 to 39,E14000785,mixed,female
16,Age 40 to 44,E14000785,mixed,female
21,Age 45 to 49,E14000785,mixed,female
18,Age 50 to 54,E14000785,mixed,female
6,Age 55 to 59,E14000785,mixed,female
